content;score;thumbsUpCount;at;appVersion
quel enfer cette nouvelle page daccueil tout était très bien avant et maintenant je dois subir de la musique qui se lit automatiquement dès louverture de lapplication avec absolument aucune possibilité de désactiver ça nulle part cest vraiment dommage et je constate ne pas être le seul à déplorer cette nouvelle version au vu des autres commentaires;1;111;01/04/2023;8.8.22.510
cela devient une horreur je suis membre premium et de mises à jour en mises à jour de nouveaux bugs apparaissent la musique se coupe sans raison cela a bien du mal à fonctionner dans ma peugeot 308 sans cesse des coupures et maintenant voilà quon nous enlève le widget spotify je paye 10 euro tous les mois je mattends quand même à quelque chose de plus fiable de plus professionnel on a toujours limpression dêtre en version bêta test du coup je vais aller voir ce quil se passe chez les concurrents;1;111;14/08/2019;8.5.18.932
au départ tout allait bien javais fait mes playlists et dun coup spotify sest permis dajouter des titres à mes listes sans que je ne lui demande il nous oblige également à écouter nos titres sélectionnés en mode aléatoire impossible daccéder à la liste de toutes les chansons que contient la playlist je suis absolument énervée cest honteux et pourquoi ne pas pouvoir zapper les chansons plus de 6 fois par heure;1;110;16/11/2019;8.5.32.889
impossible découter de la musique car pas de connexion alors que je suis chez moi en wifi même problème quand je décide de sortir de chez moi pas de connexion alors que jai la 4g jai spotify premium depuis 5 ans et je réfléchi sérieusement à me désabonner;1;110;29/05/2021;8.6.30.889
jai spotify premium et depuis quelques jours la musique se coupe sans raison je narrive à écouter que 20 sec de la musique avant quelle ne se coupe puis je dois la remettre et début et elle se recoupe impossible donc découter de la musique alors que cest tout le principe de cette application;2;110;18/02/2021;8.6.2.774
depuis un gros mois et lales dernières mise à jour de lappli etou du téléphone cest une véritable catastrophe samsung s22ultra arrêts intempestifs sur nimporte quelle playlist soivent durant la lecture du 1er morceau bref cette appli fonctionnait si bien il y a encore 2 à 3 mois que doiton faire car aucun changement nintervient merci;1;110;10/11/2024;8.9.90.127
très bien mais deux points négatifs déjà quand jécoute de la musique des fois jai des musiques qui ne sont pas dans ma playlist se mettent cest bien quelques fois pour découvrir dautres œuvres mais cest quand même fatiguant ensuite mon volume est très bas le son est beaucoup moins fort que sur les autres plateformes du coup je suis obligée de mettre le son super fort;3;110;06/11/2023;8.8.80.599
gros problèmes depuis bientôt trois jours sur lapplication rien ne fonctionne les musiques se lancent au bout de 5 minutes au final après avoir eu la moitié de la chanson lappli freeze complètement et impossible de la faire fonctionner même après avoir effectué un redémarrage complet le problème persiste sur ordinateur aucun problème mais lapplication est au point mort bien triste pour lapplication n1 en terme de streaming;1;110;15/11/2020;8.5.84.875
linterface telephone pour la voiture est top en revanche dommage de ne pas avoir accès aux paroles des chansons à lécoute comme cest le cas pour lun de vos concurrents et lorsquon bloque un artiste que lon naime pas sur le tableaux ses chansons sont quand même mises dans les playlists et jouées notamment quand on lance lapplication depuis lordinateur;4;110;24/04/2021;8.6.18.720
jutilise spotify depuis des années et jen suis ravi très fourni des beaucoup de genres jalimente mes playlists depuis longtemps edit enlevez moi cette option daléatoire enrichi sur mobile cela perturbe lintérêt du aléatoire dans des playlists longues en plus de perdre totalement la lecture en cours après être revenu en mode non aléatoire merci cest la pire intégration que vous ayez faite;5;110;11/07/2023;8.8.50.466
super service de musique je me suis inscrit à spotify comme si cétait une évidence et je me rends compte que cest bien le cas jai pu découvrir plein de super musiques que jaurais sûrement jamais pu connaitre autrement cest pas chère juste je déconseille la version gratuite hormis si votre kiff cest dêtre emmerder par des pubs toute les 2 musiques;5;110;29/09/2021;8.6.64.1081
dans sa globalité bonne app en revanche le fonctionnement selon lequel si on a moins de 15 titres dans sa playlist dautres sont automatiquement joués cest chiant après cest mon avis si on veut faire une playlist dédiée à un thème on peut pas parce quon aura dautres titres quon peut pas enlever rajoutez une option qui désactive cette lecture en plus svp;3;110;28/06/2021;8.6.36.1070
la fonction lecture aléatoire ne fonctionne pas très bien elle rejoue à peu près toujours les mêmes chansons et presque toujours dans le même ordre pour quelquun comme moi qui a des goûts éclectiques et qui a beaucoup de chansons dans son répertoire cest ennuyant de ne pas reentendre certaines chansons que jaime mais que jai oubliées que javais mis dans mon répertoire avoir une fonction recherche plus approfondie ex année genre;3;110;12/01/2024;8.8.96.364
le contenu est irréprochable mais cette appli parfois cest le mauvais titre qui saffiche il arrive même que la musique se lance nimporte comment en arrière plan même si lapp est figée bref il va falloir travailler le développement parce que même si jai quitté deezer suite à une augmentation de prix jy retournerai pour la stabilité de linterface;1;109;11/01/2022;8.6.94.306
il a un mois jaurais mis 55 mais a dernière version de linterface a été faite totalement a larrache avant cétait clair on avait des catégories simples et efficaces avec en première ligne les daily mix que jutilisais quotidiennement maintenant impossible de remettre la main dessus cest con car cétait pour moi la richesse de cette application bref je ne connais pas votre stratégie ou vos objectifs mais une chose est sûre désorienter les clients cest juste suicidaire;3;109;15/06/2021;8.6.34.749
depuis quelques mois lapplication se ferme dun seul coup je pensais quen réinitialisant mon téléphone ca irait mieux mais non coupures intempestives également lorsque lon reçoit des notifications dautres applis auparavant il était possible de supprimer tous les téléchargements mais je ne retrouve pas cette option merci;2;109;08/12/2019;8.5.33.831
bien fait mais beug parfois lorsque on fait le link entre le téléphone et le pc pour les commandes petite amélioration il serait sympa dans la file dattente de selectionner plusieurs morceaux qui se suivent ou non et de pourvoir les glisser groupé où lon souhaite actuellement il faut le faire un par un et cela peut être long si la file dattente est grande;4;109;13/09/2022;8.7.64.478
cette application est bien mais deux défauts sy présentent il y a souvent des bugs au niveau de lapplication que ce soit quand il sagit de changer de morceau de musique ou en démarrant lapplication etc ensuite des fois quand une autre musique se lance elle à tendance à se répéter un petit morceau une deuxième fois elle reste bien mais ce serais bien que tous ces bugs ny soient plus sur smartphone dautres titres se mettent qui ne sont pas de la playlist avec spotify free;3;109;25/06/2022;8.7.42.943
une petite refonte graphique qui promettait une stabilité retrouvée puis je découvre quil nest plus possible denregistrer un album complet dans les playlists sans parler de la fonction recherche toujours aussi peu ergonomique un pas en avant un pas de côté puis deux pas en arrière vraiment vive le downgrade reprenezvous svp et proposeznous enfin une application au moins aussi efficace que ses concurrentes je vais en rajouter une couche mais quid des notes de versions;2;109;03/10/2019;8.5.25.894
jadore tout simplement spotify cest simple dutilisation jai compris rapidement comment men servir en soi les mix il faut quon en parle ils trouvent toujours les meilleures chansons ça se voit quils sont à lécoute des goûts musicaux et quils savent parfaitement vous créer des playlists qui vous conviennent ça va bientôt faire 2 ans que je suis majeure donc que je me paye mon abonnement et je nai jamais été déçue franchement bravo;5;109;22/03/2022;8.7.14.1332
depuis quelques temps lapplication fonctionne mal la musique se coupe sans raison et ça arrive beaucoup trop souvent juste aujourdhui avec 20 minutes dutilisation la musique sest arrêté 6 à 7 fois ça arrive seulement quand mon téléphone est verrouillé jai même redémarré mon téléphone et seulement ouvert spotify pour être certain quil ny ai pas dapplications qui interferaient avec spotify et ça continue de sarrêter si le problème nest pas résolu bientôt je vais me désabonner;3;109;26/01/2021;8.5.94.839
cest vraiment génial je peux enfin écouter la musique et sortir de lapplication pour faire autre chose en même plus meilleure que youtube music la seule chose ce qui mest arrivé pour ma première expérience avec lappli est que mon période dexpérience était limitée vivement pour cettefois ci que ça soit différent;4;109;21/11/2021;8.6.80.1014
pour ma part spotify premium ne bug pas très bonne mise en mémoire tampon pratique quand on a un mauvais réseau mobile donc pas de coupure en plein milieu de la piste pour un changement les daily mix et les recommandations sont vraiment bien;5;109;18/06/2021;8.6.36.1068
super application jusquà ce quelle plante systématiquement à chaque fois que je tape sur les pour ajouter une chanson à une playlist par exemple mon appli est à jour mon téléphone aussi et mon abonnement aussi je ne vois pas pourquoi ça ne fonctionne pas depuis maintenant plusieurs mois ma patience a des limites;2;109;30/01/2021;8.5.96.936
jaime beaucoup lappli notamment la fonction minuteur hyper pratique avant de dormir par contre un truc qui mennuie perpétuellement cest les divers bugs au niveau des podcasts la fonction trier ne fonctionne pas et en pressant lecture sur la fiche dun épisode idem ce serait bien que ce soit corrigé merci;4;109;22/04/2021;8.6.20.1063
lorsque je veux faire une playlist le menu déroulant vers le bas arrête et je ne peux accéder à toute les chansons de mon répertoire général il serait bien de pouvoir avoir accès à la totalité des chansons pour faire une playlist;3;109;16/10/2021;8.6.70.1102
alors la vous me décevez beaucoup depuis la mise à jour jai trop de problèmes mais quand je dis trop cest trop 1 les pubs ok oui vous voulez mettre des pubs mais il y en à toute les musiques donc quand tu veux te mettre une playlist pour dormir bah screamer auditif 2 votre nouveau fonctionnement il est très énervant le fait que maintenant nos playlists persos on ne peux même plus écouter notre musique normalement moi je ne peux même plus faire bouger la barre de musique;3;109;01/12/2023;8.8.92.700
bonne application pour écouter de la musique pour la version gratuite mais les pubs gâchent certains moments parfois on a des musiques quon ne connaît pas et quon naime pas qui est treeeees chiant version payante super juste super on peut choisir la musique quon veut dans lordre quon veut et sans pub et sans musique aléatoire qui arrive et qui gâchent tous limite jaurais mit 35 mais bon sa se rapproche le plus de 4 installé lappli bonne journée ou bonne soirée;4;109;06/12/2023;8.8.92.700
très bonne application et bon service de streaming audio avec un grand choix de musiques et podcast quelques petits bugs très mineurs cependant crashs ou problème de syncro quand connecté en bluetooth mais cela peut aussi venir du téléphone etou fonctionnalités mal pensées ex toute la bibliothèque nest pas synchronisée entre les versions mobile et pc ce qui oblige des fois à retirerréajouter les albums dans la bibliothèque pour quils apparaissent sur lappli mobile;4;108;28/04/2021;8.6.20.1063
multiples buts daffichage en mode déconnecté qui rendent impossible lutilisation de lapplication si vous navez pas de connexion par exemple impossible daccéder à la 1ere chanson des albums;1;108;23/07/2021;8.6.46.886
quand lapplication décide de fonctionner rien à dire mais je paye pour premium et souvent lapplication ne veut même pas se lancer je peux ouvrir et fermer lapplication 10 fois avant que ça fonctionne si ça fonctionne ou alors la chanson joue mais on me dit de me connecter à internet pour avoir accès au menu et lajouter à une liste cest que je suis connectée je suis extrêmement déçue et je vais annuler mon abonnement payant à quoi ça sert de payer;2;108;21/01/2021;8.5.93.445
vous nimaginez pas à quel point je me délecte de payer pour une application qui ne fonctionne pas a chaque transition la musique sarrête ça charge alors que mon réseau est optima impossible découter deux chansons de suite vu largent que vous engrangez grâce a nous je trouve ça vraiment déplorable jutilise des application gratuites qui fonctionnent mieux je pense que je ne vais pas tarder à supprimer mon compte cordialement;2;108;29/01/2024;8.9.8.545
je met 4 étoiles pour la bonne raison que depuis quelques jours sur la dernière mise a jour et bien cela coupe tous seul la musique ou même potcast ou bien me marque aucune musique et appareil connecté alors je suis en bluetooth avec un casque et la musique marche ce qui est dérangement et le seul moyen que jai trouvé pour éviter les bug est de redémarrer son téléphone ou tablette pour le retour dun spotify qui marche de nouveau bien;4;108;28/02/2022;8.7.8.1206
jai fais une playlist et je narrive plus à choisir une chanson et je narrive pas mettre lecture aléatoire sauf pour les titres likés ce qui est très dommage et le fait quon est obligé davoir de la wifi pour écouter les musiques est insupportable à quoi bon faire une playliste si on ne peux pas choisit pes musique que lon veut écouter;1;108;07/11/2021;8.6.74.1176
ce que je trouve cest que le widget quand la music est en cours de lecture ne saffiche pas tout le temps et cest chiant par exemple quand on est en appelle et que lon est obligé daller retrouver lapplication pour faire pause ou quand on quitte lappli et que lon est sur une autre et que lon veut mettre pause cest pareil alors si vous pouvez corriger sa assez vite sinon je me verrais dans lobligation de retourner sur dezzer cdlm;5;108;06/02/2022;8.7.2.1205
a la base une super application avec une énorme variété de podcast et musique super algorithme pour trouver des musiques qui vous correspondent mais depuis des mois impossible de mettre pause davancer ou sauter un titre solution désinstaller puis installer de nouveau lapplicationlenfer a 10 euros par mois et sans proposer de solution depuis 6 mois ça devient clairement une raison pour aller vers dautres applications;2;108;07/07/2022;8.7.44.968
appli au top beaucoup de choix ajout des paroles très pratique mais je pense que la bibliothèque et les playlists devraient pouvoir être mieux rangées dans des dossiers on sy perd un peu parfois update 20042022 depuis la dernière maj je rencontre beaucoup de bugs également coupure de la musique en cours lecture de la playlist en aléatoire systématiquement sans pouvoir changer alors quavant oui plus de pop up avec les flèches et le bouton lecture pause help un rollback svp;4;108;20/04/2022;8.7.22.1125
application agréable avec pas mal de publicités répétitives et surtout identiques toujours la même chanson si seulement les publicités étaient différentes vous pouvez entendre la même publicité pendant des heures je comprends aisément quil faille avoir de la publicité pour être rémunéré pratiquement 11 euros par mois cela semble très cher surtout lorsque vous nutilisez pas cette application tous les jours par contre lapplication est toujours aussi facile à utiliser;5;108;18/05/2024;8.9.40.509
super appli les 2 premières semaines après on na plus accès à tout les titres on ne peut plus écouter les musiques dans lordre que lon veut et quand on appuie sur une musique spécifique lappli nous en met une autre le fait est que je suis déçu des choix pris par lapplication si jamais vous cherchez une appli pour écouter de la musique gratuitement ny allez surtout pas;2;108;27/11/2022;8.7.86.422
application avec laquelle jai une excellente expérience jai un compte premium depuis des années ce qui manque pour permettre un vrai classement de ma bibliothèque cest un système de dossier pour les albums pas seulement pour les playlistes quand on écoute surtout des albums entiers cest pénible et contreintuitif de devoir systématiquement les convertir en playlistes pour pouvoir en garder une trace et avoir quelque chose dun peu rangé;4;108;28/10/2023;8.8.80.599
pas de canvas même si cest activé lors des sessions découte seule la personne qui a crée la session peut mettre des sons en liste dattente et même quand les autres réussissent à ajouter ils peuvent pas modifier la position dans la file dattente et même supprimer cest pas pratique du tout sans compter quune personne sorte seule dune session;4;108;19/09/2021;8.6.62.1029
linterface est top cest fluide et ergonomique le catalogue est fourni même sil manque encore des artistes de lunderground en revanche à quand une offre avec un format sans compression tout le monde nécoute pas sa musique avec ses écouteurs fournis avec son smartphone quelques améliorations à prévoir aussi niveau fonctionnalités comme les paroles ou même le livret en pdf la musique et loeuvre ne se résume pas quà un vulgaire morceau mp3;4;108;07/08/2020;8.5.70.868
jai des problèmes avec la lecture de la musique quand je suis sur une autre appli ou même quand je mets en veille mon tel et jécoute de la musique dans certains cas pas toujours la lecture de la musique continue mais plus rien ne bouge bloqué je dois tout fermer lappli pour redémarrer spotify même quand jessaye de fermer lappli ça bug et un message derreur apparaît pouvezvous faire quelque chose une mise à jour pour ça merci à part ça jadore plus que tout cette appli;4;108;26/06/2021;8.6.36.1070
super catalogue développement en mousse ça fonctionne souvent mais régulièrement des bugs critiques apparaissent avant dêtre corrigés dans une version ultérieure depuis la dernière maj par exemple après avoir mis lapp en arrièreplan je ne peux plus voir le titre que je lis ou la liste de lecture en cours il faut améliorer vos tests prerelease là cest pénible et je commence à penser à me tourner vers deezer;2;107;14/04/2022;8.7.20.1261
extrêmement lent difficile découter les musiques pas pu voir le contenu car il est difficile de faire une recherche de titre car lapplication met 10mn pour chercher la musique pourtant je suis en 4g à fond le problème est le même en wifi je pense que le contenu est bien cest pour ça que jai mis une étoile sinon cest zéro;1;107;29/08/2022;8.7.58.458
lapplication sur ordinateur fonctionne très bien le système de pouvoir écouter la chanson que lon souhaite et pouvoir passer les musiques de manière illimité est parfait seul défaut sont les pubs bien trop nombreuses bien que compréhensible sur téléphone par contre lapplication est horrible impossible découter la musique souhaitée ni de passer plus de 6 fois de plus les pubs sont encore plus abominable sur lapplication mobile;2;107;17/03/2023;8.8.18.509
sil vous plaît pour la prochaine mise à jour il serait bien de pouvoir sélectionner plusieurs sons en même temps pour pouvoir les déplacer plus facilement dune playlist à une autre de pouvoir faire des sousplaylists et des playlists dartiste sinon tout est très bien joli visuel simple dutilisation toutes les fonctionnalités essentielles sont présentes énormément de choix etc merci beaucoup à tout ceux qui ont travaillé et travaille encore pour cette application;4;107;26/09/2023;8.8.66.563
la nouvelle mise en page de laccueil nest pas navigable du tout la visualisation du contenu est bien loin dêtre optimisée puisque lon doit faire défiler chaque reel qui par la même occasion lance sa lecture automatiquement sans quon ne ly autorise lapplication tiktok se suffit à ellemême pas besoin den imiter le fonctionnement en particulier si cela napporte aucune amélioration jaimerais être encore un minimum aux commandes de ce que jécoute merci bien;2;107;25/03/2023;8.8.18.509
dernière mise à jour vraiment nul la bibliothèque à vraiment été mal pensé on peut même plus retrouver les titres ajouté récemment dans les albums ça fonctionnait parfaitement avant de plus lapplication est beaucoup plus lente les albums mette du temps a ce chargé alors quavant cétait instantanés je vois pas du tout en quoi cette dernière mise à jour améliore quoi que ce sois;1;107;16/06/2019;8.5.9.737
horrible application je pensais quil y avait du potentiel pendant les deux semaines dessai finalement à partir du moment où je suis passée spotify gratuit jai regretté toutes mes playlist créées déception chez moi et chez beaucoup dautres trop de pub pas chaques 30 minutes mais bien 4 minutes impossible de choisir le titre que je veux sans écouter toutes la playlist qui va avec je vais désinstaller lapplication prochainement je suis déçue de vous;1;107;12/05/2024;8.9.38.494
cest une catastrophe je viens de prendre labonnement premium pour profiter de spotify pleinement mais impossible de faire quoi que ce soit avec lappli la musique change aléatoirement sans attendre la fin de la musique précédente je ne peux écouter que des intros de 1 à 20 secondes impossible darrêter lapplication la musique se met en pause puis elle redémarre toute seule au bout de quelques minutes pour arrêter il faut carrément redémarrer le téléphone ou forcer larrêt du process;1;107;24/09/2019;8.5.24.762
ras le bol de ces podcasts en première page qui prennent toute la place il ny a pas de section claire nouveautés avec les albums qui sortent comme dans un vrai magasin physique impossible de se tenir au courant de toutes les sorties de tous les styles en même temps tout est dans des catégories qui ne correspondent même pas à mes goûts jai plein de goûts différents;1;107;05/02/2022;8.7.2.1205
dans lensemble bonne apps avant javais 1 pub tout les 2h peut être mais depuis quelques temps 2 pub daffiler toutes le 10 a 15 minutes je pense que je vais reprendre ma clé usb et desinstaller lappli beaucoup trop de pub cest dommage davoir une bonne appli qui passe de plus en plus de pub pour faire abonné les client cest peut être qua peine 10 par mois mais pres de 120 lannée pour écouter la musique sans pub perso je préfère retourner avec ma clé usb;2;107;23/09/2021;8.6.64.1081
client de spotify depuis une dizaine dannées lapplication est super fluide ergonomique et complète les suggestions sont appréciables lorsque lon cherche des nouvelles musiques les playlist sont complètes et jomets les nombreux réglages et autres détails qui sont ajustables et cest vraiment top point négatifs dans la dernière maj il suffisait de glisser un son vers la droite pour lajouter à la file dattente cest désormais impossible et la fidélité nest jamais récompenser;5;107;12/03/2023;8.8.16.615
déçu de la mise à jour on nous oblige à lancer une playlist aléatoire pour écouter des musiques en entier sinon on a droit juste à des extraits cest nul on peut passer les musiques que 6x toutes les 2h vous êtes fatigués sérieux tout ça pour que je mabonne en premium mais non ça ira merci je bascule sur amazon music;3;107;19/08/2021;8.6.54.818
jhabite en suisse dans la région francophone mais spotify me propose que du contenu en allemand notamment les livres audios que je voulais tant utilser alors que je paie le service premium après un échange interminable avec le support ils me disent que tant pis je ne pourrai pas utiliser cette fonctionnalité je trouve inacceptable de négliger un pays aussi petit soitil extrêmement déçue je vais donc résilier mon abonnement;1;107;03/02/2021;8.5.96.936
tres tres tres gros problemes de réactivité depuis noel tres tres frustrant premium lappli est inutilisable pendant 5mn environ apres son lancement ensuite ca se decoince comme si elle etait saturée par des transferts en tache de fond meme après avoir baissé la qualité en normal en mars 2020 pas mieux toujours le même problème;3;107;14/03/2020;8.5.47.1006
bonne application cest tout de même dommage de devoir payer pour avoir accès à la liste des musiques dans ses propres playlists ou ne pas pouvoir répéter un titre en free il y a trop de doublons et certains titres sont manquants youtube premium est plus rentable quasiment au même prix et on a accès à toutes les fonctionnalités ainsi quà vraiment tous les singles très dommage aussi de ne pas afficher le nombre de vues dune musique en dehors des top dun artiste;3;106;27/08/2024;8.9.68.456
bonne application mais depuis la dernière mise à jour lorsque lappli est en mode hors connexion et que je débranche mon téléphone dandroid auto lorsque je sors de ma voiture puis que je le retranche à android auto spotify ne poursuit pas la lecture de ma playlist je suis donc obligé de la relancer manuellement dommage car avant spotify reprenait sans problème la lecture de ma playlist là où je métais arrêté problème de bugs surtout avec android auto mais aussi sur smartphone;2;106;11/12/2023;8.8.92.700
meilleure application de musique à mon sens mais ces derniers temps beaucoup trop de beug la musique se lance toute seule en ouvrant une autre appli et pas moyen de léteindre sans couper le téléphone mise en route dun album mais affiche une autre musique dans la barre de contrôle se coupe une fraction de seconde en écoute malgré un réseau au taquet etcetc pour une appli payante il ne devrait pas y avoir de beug du tout;1;106;01/06/2021;8.6.30.889
pourquoi ne peut on pas lire les chansons dune playlists dans lordre ou même écouter une chanson spécifique sans en avoir dautres qui se jouent avant cest excessivement agassant et si jamais cest possible de le faire cette appli nest pas du tout instinctive alors que sur lappli sous windows tout va bien;2;106;04/12/2020;8.5.87.921
gros soucis depuis quelques semaines lapplication se lance seule sans action de ma part il en résulte que la musique peut se lance alors que lon est en réunion ou autre ce qui est particulièrement désagréable sinon très bonne application contenu varié simple dutilisation nickel;3;106;17/12/2020;8.5.89.901
jaimerais être capable de sélectionner plusieurs chansons à la fois pour créer des listes cest long de choisir les chansons une par une quand jai 1000 chansons et que je veux en choisir 200 alors si lapplication auraît un système de checklist cela serait bien a part çà lappli est génial;4;105;16/10/2020;8.5.80.1037
une étoile seulement pour cette application car on ne peut rien faire si on a pas le premium si on veut écouter quune musique on peut pas il faut écouter une playlist où est la musique et en plus on est obligé de lécouter en mode aléatoire et si vous êtes qq comme moi qui aime chanter cest agaçant de ne pas savoir quelle est la prochaine musique je ne recommande pas cette appli sauf si vous êtes près a payer ce que je trouve ridicule je pense que je vais installer deezer;1;105;22/11/2019;8.5.32.889
merci davoir écouté nos feedbacks et davoir trouvé un compromis entièrement satisfait de lapplication maintenant un truc empêche de mettre 5 avant lorsque quon était dans les titres et que si lon recherchait khalid par exemple spotify scannait lensemble des titres contenant la recherche et faisait une lecture de tous ceux ci maintenant il lit seulement le premier titre sélectionné et retourne ensuite à la lecture sans filtre une correction svp merci;5;105;01/12/2020;8.5.86.854
super appli vraiment jétais très satisfaite mais ça fait deux fois que ça plante je suis à chaques fois obligées de désinstaller et réinstaller pour ne plus avoir le beugue récupérer mon compte en me reconnectant ça fait déjà la deuxième fois bon les pubs cest tout le temps les mêmes toutes les deux musiques tas une pub on peut pas jouer les musiques dans le sens quon veut je trouve ça dommage jsp si dautres personne on des beugues aussi;2;105;07/10/2021;8.6.68.1225
cest une bonne application surtout si on a besoin de garder la musique en fond pour dessiner en même temps cependant il y a une partie qui affiche les paroles des chansons qui déroule un peu comme un karaoké et 9 fois sur 10 il est écrit quil est impossible dafficher les paroles de la chanson il ny avait pas autant ce problème avant jai remarqué ce défaut depuis quelques mois du coup bonne chance à ceux qui veulent se faire une soirée karaoké;3;105;14/10/2023;8.8.76.667
dune lorsque je lance une musique il arrive quelle se coupe sans explications pendant quelques secondes et que je doive allumer mon téléphone et aller sur lapplication pour relancer la musique et de deux lorsquune musique se fini lapplication ne passe directement a la suivante et je suis obligé daller sur lapplication et de lancer lautre musique tout cela dure depuis quelques jours maintenant et je ne comprend pas le problème jai dailleurs essayé tout se que je pouvais;2;105;02/08/2021;8.6.48.796
jusquà présent aucun soucis mais la musique sarrête maintenant intempestivement une dizaine de secondes avant de repartir certains morceaux ne senchaînent plus bref cest très embêtant de payer pour une appli qui fonctionne à moitié si en fin de mois ce nest pas résolu je passe chez deezer;1;105;11/04/2022;8.7.20.1261
lappli est vraiment super je passe ma vie dessus un grand choix de sons et variétés cependant je comprend pas quelque chose mon copain et moi avons tous les deux un compte premium mais lui dispose des paroles des musiques et moi non alors que je nai aucune maj en attente est ce normal parce que je trouve ça un peu décevant la fonctionnalité davoir les paroles est vraiment géniale alors pourquoi ny ais je pas le droit enfin malgré tout je conseille fortement lapplication;4;104;24/12/2021;8.6.88.1104
edit au 2612 encore pire apres utilisation de la version payante offre de decouverte vraiment une application nulle en gratuite impossible decouter une chanson unique cest uniquement la playlist entiere où elle est et tu ne peux pas passer bien sûr ce qui la rend inutilisable et trop cher en payante pour juste de la musique avec des recommendations même pas en français vraiment déçue je repasse avec dautres appli qui font un meilleur taf ou en version youtubetelechargement;1;104;26/12/2021;8.6.88.1104
100100 jadore cette application elle permet découter de la musique même quand notre téléphone est éteint et même quand on est sur une autre application jadore on peut aussi voir les paroles tout en cliquant sur notre musique a part les musiques on peut aussi écouter de nombreux podcasts humour motivation et encore bien dautres catégories je vous remercie davoir créé cette application bonne journée;5;104;21/04/2024;8.9.32.624
35 très bonne application avec plein de style de musique et compositeur seulement sans le premium tu est soumis par lapp tu ne peut pas choisir la chanson que tu veux dans ta playliste et il a beaucoup de pub les suggestions de musique peuvent être utiles pour certains mais moi je le trouve plus encombrant si au moins on pourrait enlever les suggestions dans les paramètres sans payer sa vaudrait au moins un 45;3;104;16/01/2023;8.8.0.347
jadore cette application très pratique mais depuis il y a énormément de bug la musique se coupe toute seule ou alors je nai plus laffichage du titre en cours je suis obligée de fermer lapplication pour que celle ci fonctionne correctement jespère que le soucis pourra être résolu rapidement cest dommage de payer pour ça;3;104;13/04/2022;8.7.20.1261
a chaque mise a jour un problème hors ligne il y a quandmême un chargement pour écouter une musique télécharger 1 a 2 minutes depuis 2 mise a jour il est impossible de lire notre musique personnelle spotify ne peut pas lire ce contenu pour le moment alors que cest faut il ya quelques semaine cela fonctionnais très bien vous êtes vraiment des incompétent si pas de changement prochaine mise a jour cest ciao la bise;2;104;29/06/2024;8.9.52.552
bonjour cette appli est très bien mais malheureusement très restrictive quand on est sur téléphone avec la version gratuite nous avons accès à des bout de musique en démonstrations et non lentièreté pour avoir accès à des musiques entière il y en a une sélection sinon la version ordinateur est tout simplement génial je vous la conseille tout de même malgré quelques petites déception;5;104;11/12/2020;8.5.87.921
nouvelles story gros utilisateur de stotify depuis plus de 3 ans je me retrouve avec la nouvelle interface de la page daccueil incompréhensible la navigation est impossible à cause des story ramener la page daccueil avec simplement les playlists parfois le changement nest pas nécessaire et visiblement dans ce cas ce format ne se prête pas à cette application enlever les;2;104;19/03/2023;8.8.18.509
spotify est à lheure actuelle le meilleur choix pour la musique en ligne client pour toutes les platesformes et le génial spotify connect qui permet découter sur presque tous les systèmes sonores lapplication en ellemême fait le job très honnêtement les playlist suggérées sont pertinentes;5;104;02/05/2024;8.9.34.590
abonnée premium depuis septembre satisfaite jusquà présente mais depuis la dernière mise à jour la musique se coupe toutes les 2 minutes même en hors connexion ce qui est très sympa quand on fait son footing et sinon ça change de titre sur une musique que jai sois disant liké merci de résoudre les bugs au plus vite parce que cest très agaçant;3;104;15/03/2020;8.5.48.1049
au début jétait bien heureux de découvrir spotify ça me permettait de ne pas me perdre en écoutant de la musique mais jai découvert que quand on cherche à écouter une musique cela nous rajoute une playlist avec dautres musiques aléatoires même lorsque que lon se crée sa propre playlist ce qui déjà me fait perdre une étoile mais ce nest pas trop dérangeant depuis peu les paroles sont passé en payant et je trouve ça vraiment dommage et trop de pub sinon bonne appli je donne 35;3;104;16/08/2024;8.9.64.548
lapplication est correcte et fait plus ou moins bien ce que lon attend delle mais si vous navez pas encore souscrit à un abonnement premium ou si vous hésitez fuyez fuyez pour la simple et bonne raison que deezer le fait beaucoup mieux il y a moins de bugs plus de musiques et un shazam intégré vraiment pratique en bref spotify nest tout simplement pas à la hauteur de la concurrence;3;103;05/10/2022;8.7.70.553
une page de pub toutes les 30 minutes sest maintenant transformée en deux pubs toutes les 2 chansons ce qui en fait environ 8 par demiheure vraiment décevant sur ce point là sachant que si on change de playlist ou de chanson on a encore des publicités cest tout simplement devenu du spam sinon comparé à dautres commentaires spotify na aucun problème niveau connection ou niveau lancement pour ma part;3;103;08/04/2021;8.6.14.975
cela fait longtemps que jutilise spotify et cest pour moi une bonne application en revanche une lecture supposément aléatoire qui passe sur une playlist de 1000 titres 3 fois le même son en moins de 50 musiques cest honteux cest quand même pas compliqué de faire de laléatoire de qualité aujourdhui faites un effort svp sinon jirai voir ce que dit la concurrence ce serait regrettable;2;103;11/09/2024;8.9.70.556
pour moi cest une application qui est fort sympathique car lon peut trouver toutes les musiques que lon aime des plus anciennes aux plus récentes on peut faire notre propre playlist si on a la chance de rouler avec une voiture qui peut se connecter à notre téléphone on peut rouler avec une playlist sympathique de notre goût et sans publicité;5;103;24/09/2022;8.7.68.568
